OBJECTID,CommunityName,DataYear,ResidentsAge16AndOver,ResidentsEmployed,WagesLessThan5k,Wages5k_10k,Wages10k_20k,Wages20k_50k,WagesGreaterThan50k,EmployedInPrivateSector,PercentInPrivateSector,EmployedInStateGovt,PercentInStateGovt,EmployedFemales,EmployedMales,EmployedAge45Plus,EmployedAge50Plus,EmployedIn1stQtr,EmployedIn2ndQtr,EmployedIn3rdQtr,EmployedIn4thQtr,EmployedInAllQtrs,NewHires,LocalLaborMarketInfoURL,TotalWages,UnemploymentInsuranceClaimants,x,y
1532,Diamond Ridge,2002,633,361,77,42,53,142,47,266,0.7400000095,31,0.09000000358,177,184,141,71,256,305,302,273,206,133,,9033652,82,-151.5575,59.6761111
1533,Diamond Ridge,2003,601,342,68,43,46,123,62,250,0.7300000191,31,0.09000000358,173,169,151,81,260,295,296,277,221,110,,9339679,68,-151.5575,59.6761111
1534,Diamond Ridge,2004,702,415,93,53,66,135,68,305,0.7300000191,33,0.07999999821,207,208,188,105,304,356,360,327,255,155,,10869623,72,-151.5575,59.6761111
1535,Diamond Ridge,2005,681,389,62,61,57,130,79,273,0.6999999881,31,0.07999999821,196,193,192,113,293,344,343,298,242,144,,11270280,56,-151.5575,59.6761111
1536,Diamond Ridge,2006,675,371,53,52,59,127,80,268,0.7200000286,34,0.09000000358,183,188,185,117,277,336,322,284,226,106,,11391921,45,-151.5575,59.6761111
1537,Diamond Ridge,2007,712,388,69,49,54,131,85,277,0.7099999785,35,0.09000000358,201,187,201,146,292,341,325,299,236,123,,11723901,48,-151.5575,59.6761111
1538,Diamond Ridge,2008,718,380,68,47,55,124,86,269,0.7099999785,35,0.09000000358,201,179,196,144,285,328,335,302,240,130,,11998842,35,-151.5575,59.6761111
1539,Diamond Ridge,2009,790,395,60,44,50,144,97,269,0.6800000072,37,0.09000000358,216,179,209,150,325,352,347,328,278,108,,13395338,66,-151.5575,59.6761111
1540,Diamond Ridge,2010,885,464,80,52,64,156,112,332,0.7200000286,36,0.07999999821,252,212,252,181,375,401,402,369,299,150,,15368548,86,-151.5575,59.6761111
1541,Diamond Ridge,2011,893,468,79,55,55,172,107,323,0.6899999976,40,0.09000000358,250,218,252,192,371,413,400,374,308,155,,15625999,76,-151.5575,59.6761111
1542,Diamond Ridge,2012,915,469,82,49,69,151,118,322,0.6899999976,35,0.0700000003,256,213,247,192,364,419,415,372,301,0,,16351029,86,-151.5575,59.6761111
1543,Diamond Ridge,2013,891,450,73,47,47,146,137,292,0.6499999762,30,0.0700000003,246,204,255,200,368,407,404,371,316,146,,17934504,63,-151.5575,59.6761111
1544,Diamond Ridge,2014,889,439,65,46,66,129,133,295,0.6700000167,30,0.0700000003,238,201,234,186,357,388,389,353,296,132,,17930613,56,-151.5575,59.6761111
1545,Diamond Ridge,2015,888,445,65,41,65,128,146,309,0.6899999976,30,0.0700000003,231,214,241,197,372,397,388,346,300,124,,19015455,33,-151.5575,59.6761111
1546,Dillingham Census Area,2001,3145,2118,607,257,352,684,218,1433,0.6800000072,86,0.03999999911,1044,1074,689,411,1622,1736,1781,1692,1284,929,,46438794,333,-157.724259,59.806779
1547,Dillingham Census Area,2002,3153,2190,608,261,374,706,241,1334,0.6100000143,89,0.03999999911,1060,1130,722,448,1720,1805,1841,1704,1304,1007,,48858848,431,-157.724259,59.806779
1548,Dillingham Census Area,2003,3141,2165,610,259,361,673,262,1318,0.6100000143,89,0.03999999911,1077,1088,753,486,1672,1752,1799,1725,1300,935,,49262643,461,-157.724259,59.806779
1549,Dillingham Census Area,2004,3200,2172,550,270,354,724,274,1353,0.6200000048,90,0.03999999911,1086,1086,777,508,1735,1810,1811,1730,1351,951,,52218548,462,-157.724259,59.806779
1550,Dillingham Census Area,2005,3157,2087,576,235,319,701,256,1295,0.6200000048,93,0.03999999911,1060,1027,775,511,1634,1580,1722,1632,1161,897,,49421845,418,-157.724259,59.806779
1551,Dillingham Census Area,2006,3192,2094,584,231,306,668,305,1273,0.6100000143,88,0.03999999911,1058,1036,780,526,1631,1749,1685,1654,1267,905,,52099023,363,-157.724259,59.806779
1552,Dillingham Census Area,2007,3229,2116,557,226,296,687,350,1134,0.5400000215,105,0.05000000075,1071,1045,840,581,1673,1746,1739,1677,1298,900,,55784442,360,-157.724259,59.806779
1553,Dillingham Census Area,2008,3290,2126,519,259,312,654,382,1149,0.5400000215,109,0.05000000075,1090,1036,858,595,1647,1722,1802,1685,1274,911,,57207873,391,-157.724259,59.806779
1554,Dillingham Census Area,2009,3302,2103,527,248,308,628,392,1256,0.6000000238,110,0.05000000075,1073,1030,843,596,1677,1771,1734,1683,1305,836,,57309943,462,-157.724259,59.806779
1555,Dillingham Census Area,2010,3385,2152,539,231,328,645,409,1377,0.6399999857,117,0.05000000075,1112,1040,875,613,1642,1827,1774,1693,1309,890,,59959694,517,-157.724259,59.806779
1556,Dillingham Census Area,2011,3411,2160,558,244,347,611,400,1337,0.6200000048,120,0.05999999866,1121,1039,846,602,1524,1779,1775,1704,1187,848,,58599769,550,-157.724259,59.806779
1557,Dillingham Census Area,2012,3424,2176,552,222,316,632,454,1363,0.6299999952,123,0.05999999866,1125,1051,869,629,1668,1807,1785,1746,1311,0,,63111399,473,-157.724259,59.806779
1558,Dillingham Census Area,2013,3426,2183,518,210,329,639,487,1351,0.6200000048,115,0.05000000075,1125,1058,855,655,1679,1814,1837,1740,1348,889,,66217977,453,-157.724259,59.806779
1559,Dillingham Census Area,2014,3467,2222,550,237,306,606,523,1407,0.6299999952,120,0.05000000075,1135,1087,857,650,1745,1903,1822,1721,1363,859,,68589294,391,-157.724259,59.806779
1560,Dillingham Census Area,2015,3470,2209,566,217,304,571,551,1398,0.6299999952,124,0.05999999866,1139,1070,861,668,1719,1851,1827,1733,1357,857,,69767620,325,-157.724259,59.806779
1561,Dillingham,2001,1667,1191,230,129,156,486,190,902,0.7599999905,73,0.05999999866,619,572,422,264,963,1019,1046,970,785,467,,33900992,149,-158.4630788,59.03937443
1562,Dillingham,2002,1654,1210,218,119,177,481,215,891,0.7400000095,75,0.05999999866,613,597,432,286,1007,1058,1050,969,792,456,,35607582,185,-158.4630788,59.03937443
1563,Dillingham,2003,1612,1169,193,126,165,467,218,867,0.7400000095,78,0.0700000003,595,574,449,298,967,997,1019,973,780,469,,35445972,174,-158.4630788,59.03937443
1564,Dillingham,2004,1645,1181,187,100,155,509,230,899,0.7599999905,79,0.0700000003,606,575,455,304,1003,1038,1035,972,816,430,,38024404,166,-158.4630788,59.03937443
1565,Dillingham,2005,1622,1126,181,104,144,487,210,849,0.75,75,0.0700000003,589,537,449,298,955,916,965,910,704,409,,35590703,143,-158.4630788,59.03937443
1566,Dillingham,2006,1636,1134,194,104,127,461,248,853,0.75,75,0.0700000003,594,540,459,317,952,981,946,943,782,397,,37797780,124,-158.4630788,59.03937443
1567,Dillingham,2007,1675,1182,195,98,135,472,282,770,0.6499999762,92,0.07999999821,608,574,499,350,985,1031,1004,978,802,432,,40522742,116,-158.4630788,59.03937443
1568,Dillingham,2008,1646,1174,164,121,142,437,310,774,0.6600000262,91,0.07999999821,614,560,513,367,970,1011,1041,956,786,439,,41733973,119,-158.4630788,59.03937443
1569,Dillingham,2009,1627,1150,164,99,134,423,330,841,0.7300000191,87,0.07999999821,595,555,503,362,980,1026,993,951,798,376,,42654601,164,-158.4630788,59.03937443
1570,Dillingham,2010,1663,1162,170,93,122,437,340,869,0.75,92,0.07999999821,604,558,517,367,959,1043,1004,954,796,378,,43894186,196,-158.4630788,59.03937443
1571,Dillingham,2011,1690,1170,169,103,145,417,336,857,0.7300000191,98,0.07999999821,625,545,494,364,899,1025,1007,953,723,356,,43625273,215,-158.4630788,59.03937443
1572,Dillingham,2012,1704,1154,161,84,128,398,383,842,0.7300000191,102,0.09000000358,602,552,495,372,967,1021,996,962,789,0,,46523513,193,-158.4630788,59.03937443
1573,Dillingham,2013,1676,1145,152,80,104,409,400,830,0.7200000286,93,0.07999999821,606,539,489,392,973,1015,1000,959,810,390,,48487174,156,-158.4630788,59.03937443
1574,Dillingham,2014,1715,1188,162,88,120,385,433,885,0.7400000095,90,0.07999999821,623,565,501,394,1017,1070,1013,952,813,396,,50916461,147,-158.4630788,59.03937443
1575,Dillingham,2015,1693,1166,167,81,119,348,451,866,0.7400000095,98,0.07999999821,611,555,495,393,971,1023,1002,962,801,393,,51576529,97,-158.4630788,59.03937443
1576,Diomede,2001,73,59,20,11,12,16,0,23,0.3899999857,0,0,25,34,18,10,50,52,50,36,33,34,,792997,5,-168.9517919,65.75835251
1577,Diomede,2002,67,59,25,2,15,17,0,21,0.3600000143,0,0,25,34,17,11,49,47,47,46,36,41,,818960,4,-168.9517919,65.75835251
1578,Diomede,2003,75,67,22,8,12,24,1,14,0.2099999934,0,0,30,37,20,13,57,63,56,55,43,48,,1048412,10,-168.9517919,65.75835251
1579,Diomede,2004,81,75,25,7,15,27,1,3,0.03999999911,0,0,34,41,24,18,58,62,64,63,43,51,,1177701,13,-168.9517919,65.75835251
1580,Diomede,2005,70,65,20,8,8,28,1,5,0.07999999821,1,0.01999999955,30,35,21,16,55,56,57,50,41,41,,1113793,18,-168.9517919,65.75835251
1581,Diomede,2006,66,56,12,11,18,14,1,14,0.25,0,0,20,36,15,13,30,41,48,47,24,40,,839750,12,-168.9517919,65.75835251
1582,Diomede,2007,77,66,19,5,10,29,3,21,0.3199999928,0,0,22,44,18,16,57,55,59,55,43,38,,1276833,16,-168.9517919,65.75835251
1583,Diomede,2008,72,60,17,9,14,19,1,13,0.2199999988,0,0,23,37,17,13,47,51,52,48,37,38,,1016819,13,-168.9517919,65.75835251
1584,Diomede,2009,70,63,23,9,9,18,4,7,0.1099999994,0,0,23,40,17,13,48,53,53,46,34,40,,974222,11,-168.9517919,65.75835251
1585,Diomede,2010,59,53,17,8,11,13,4,10,0.1899999976,0,0,19,34,16,12,44,44,48,40,33,24,,999257,12,-168.9517919,65.75835251
1586,Diomede,2011,58,50,15,8,7,16,4,9,0.1800000072,0,0,17,33,20,12,41,41,38,35,26,29,,994765,10,-168.9517919,65.75835251
1587,Diomede,2012,64,51,13,9,10,15,4,11,0.2199999988,0,0,17,34,21,12,45,47,32,32,23,0,,1002416,12,-168.9517919,65.75835251
1588,Diomede,2013,63,51,19,6,12,13,1,6,0.1199999973,0,0,21,30,22,14,43,40,46,35,29,33,,780848,13,-168.9517919,65.75835251
1589,Diomede,2014,64,58,19,7,11,17,4,12,0.2099999934,1,0.01999999955,22,36,23,14,40,48,47,45,30,43,,1164492,8,-168.9517919,65.75835251
1590,Diomede,2015,53,51,19,2,15,11,4,8,0.1599999964,0,0,21,30,25,18,43,41,41,42,30,31,,894468,5,-168.9517919,65.75835251
1591,Dot Lake,2001,22,9,3,3,2,1,0,8,0.8899999857,0,0,4,5,5,1,4,7,7,8,3,5,,85585,2,-144.0588808,63.65794205
1592,Dot Lake,2002,21,12,5,3,2,2,0,7,0.5799999833,1,0.07999999821,4,8,9,1,7,9,9,9,4,8,,138593,4,-144.0588808,63.65794205
1593,Dot Lake,2003,25,13,3,4,2,4,0,7,0.5400000215,0,0,6,7,7,3,9,12,11,7,6,6,,177391,2,-144.0588808,63.65794205
1594,Dot Lake,2004,26,15,5,4,2,3,1,7,0.4699999988,0,0,7,8,7,3,10,14,12,13,8,9,,205365,4,-144.0588808,63.65794205
1595,Dot Lake,2005,27,19,8,5,2,3,1,7,0.3700000048,0,0,9,10,9,6,12,15,15,13,8,9,,222325,5,-144.0588808,63.65794205
1596,Dot Lake,2006,18,9,2,1,1,5,0,4,0.4399999976,0,0,3,6,6,5,8,7,8,8,6,2,,183826,1,-144.0588808,63.65794205
1597,Dot Lake,2007,17,7,1,1,1,4,0,2,0.2899999917,2,0.2899999917,3,4,6,4,5,6,6,5,4,1,,139213,3,-144.0588808,63.65794205
1598,Dot Lake,2008,21,7,0,0,3,4,0,3,0.4300000072,1,0.1400000006,3,4,6,5,6,7,7,6,5,2,,135108,2,-144.0588808,63.65794205
1599,Dot Lake,2010,25,10,1,1,4,4,0,3,0.3000000119,1,0.1000000015,2,8,4,4,9,7,7,8,5,0,,189320,3,-144.0588808,63.65794205
1600,Dot Lake,2011,24,11,1,2,2,3,3,8,0.7300000191,1,0.09000000358,4,7,7,5,8,9,10,10,8,4,,370858,3,-144.0588808,63.65794205
1601,Dot Lake,2012,31,11,1,0,3,5,2,8,0.7300000191,1,0.09000000358,5,6,9,6,10,11,10,8,8,0,,370866,2,-144.0588808,63.65794205
1602,Dot Lake,2013,36,11,1,0,3,4,3,6,0.5500000119,2,0.1800000072,5,6,7,5,10,10,9,8,7,3,,394784,1,-144.0588808,63.65794205
1603,Dot Lake,2014,23,9,1,1,0,3,4,7,0.7799999714,1,0.1099999994,3,6,7,5,8,9,9,8,7,4,,377230,0,-144.0588808,63.65794205
1604,Dot Lake,2015,25,8,3,0,2,1,2,7,0.8799999952,0,0,3,5,5,4,5,5,6,5,3,4,,231239,3,-144.0588808,63.65794205
1605,Dot Lake Village,2001,28,17,7,2,3,4,1,14,0.8199999928,0,0,7,10,8,6,11,11,14,12,8,7,,256867,4,-144.0493401,63.65559219
1606,Dot Lake Village,2002,26,11,2,2,2,4,1,5,0.4499999881,0,0,6,5,6,5,9,8,8,9,7,5,,190972,7,-144.0493401,63.65559219
1607,Dot Lake Village,2003,28,15,5,4,2,4,0,8,0.5299999714,0,0,7,8,5,4,10,10,10,11,5,8,,183642,6,-144.0493401,63.65559219
1608,Dot Lake Village,2004,27,17,8,2,3,4,0,9,0.5299999714,0,0,5,12,4,4,9,12,9,11,6,9,,203782,6,-144.0493401,63.65559219
1609,Dot Lake Village,2005,26,14,3,3,3,5,0,9,0.6399999857,0,0,6,8,5,4,7,9,12,11,6,9,,209981,3,-144.0493401,63.65559219
1610,Dot Lake Village,2006,32,19,4,2,6,6,1,10,0.5299999714,0,0,8,11,5,5,14,16,15,15,9,14,,382983,9,-144.0493401,63.65559219
1611,Dot Lake Village,2007,34,19,6,4,5,4,0,7,0.3700000048,0,0,7,12,6,6,12,14,12,11,7,9,,239130,11,-144.0493401,63.65559219
1612,Dot Lake Village,2008,26,13,2,2,3,5,1,5,0.3799999952,0,0,4,9,5,3,10,13,11,9,8,5,,309083,4,-144.0493401,63.65559219
1613,Dot Lake Village,2009,24,15,3,1,4,6,1,6,0.400000006,0,0,4,11,6,3,9,12,12,9,7,7,,340417,6,-144.0493401,63.65559219
1614,Dot Lake Village,2010,28,16,2,2,2,9,1,8,0.5,0,0,5,11,4,3,13,14,14,10,9,4,,365803,10,-144.0493401,63.65559219
1615,Dot Lake Village,2011,25,14,4,3,0,7,0,4,0.2899999917,0,0,5,9,4,3,7,13,12,8,6,5,,252287,6,-144.0493401,63.65559219
1616,Dot Lake Village,2012,26,14,2,2,2,8,0,3,0.2099999934,0,0,3,11,6,5,8,9,11,8,4,0,,250118,10,-144.0493401,63.65559219
1617,Dot Lake Village,2013,27,14,8,0,2,4,0,7,0.5,0,0,5,9,5,5,7,11,9,6,4,5,,154255,11,-144.0493401,63.65559219
1618,Dot Lake Village,2014,24,9,5,0,1,1,2,2,0.2199999988,0,0,4,5,3,3,5,8,5,3,2,5,,191516,7,-144.0493401,63.65559219
1619,Dot Lake Village,2015,28,13,5,2,0,3,3,6,0.4600000083,0,0,5,8,1,0,6,10,10,9,4,9,,363373,4,-144.0493401,63.65559219
1620,Dry Creek,2001,80,17,7,3,5,1,1,17,1,0,0,1,16,5,2,8,10,16,11,7,17,,221101,1,-144.6018116,63.67518647
1621,Dry Creek,2002,75,27,12,2,6,6,1,27,1,0,0,5,22,8,4,7,21,24,18,6,22,,361650,3,-144.6018116,63.67518647
1622,Dry Creek,2003,65,19,9,4,2,2,2,19,1,0,0,2,17,7,5,4,12,18,12,4,13,,340065,2,-144.6018116,63.67518647
1623,Dry Creek,2004,64,18,8,3,4,2,1,18,1,0,0,2,16,3,2,2,10,11,14,1,15,,274966,1,-144.6018116,63.67518647
1624,Dry Creek,2005,65,15,6,1,3,4,1,15,1,0,0,2,13,2,2,9,11,12,10,5,10,,254778,0,-144.6018116,63.67518647
1625,Dry Creek,2006,67,18,6,2,3,6,1,17,0.9399999976,0,0,4,14,4,4,10,16,13,11,7,13,,294539,2,-144.6018116,63.67518647
1626,Dry Creek,2007,61,13,7,1,1,2,2,12,0.9200000167,0,0,1,12,4,3,6,9,8,8,4,7,,234414,0,-144.6018116,63.67518647
1627,Dry Creek,2008,60,15,9,1,3,2,0,13,0.8700000048,1,0.0700000003,4,11,5,4,6,12,9,8,3,8,,136815,1,-144.6018116,63.67518647
1628,Dry Creek,2009,59,15,9,4,0,2,0,14,0.9300000072,0,0,5,10,5,3,3,10,12,7,2,8,,113401,0,-144.6018116,63.67518647
1629,Dry Creek,2010,61,27,17,3,3,3,1,25,0.9300000072,1,0.03999999911,11,16,7,6,6,9,24,13,4,20,,282118,1,-144.6018116,63.67518647
1630,Dry Creek,2011,66,22,7,8,3,3,1,20,0.9100000262,1,0.05000000075,6,16,7,4,10,13,15,17,6,14,,260616,1,-144.6018116,63.67518647
1631,Dry Creek,2012,72,19,7,3,3,4,2,16,0.8399999738,2,0.1099999994,6,13,6,4,11,13,12,13,6,0,,390408,1,-144.6018116,63.67518647
1632,Dry Creek,2013,67,17,8,3,1,4,1,16,0.9399999976,0,0,7,10,6,4,9,14,8,8,4,8,,247799,1,-144.6018116,63.67518647
1633,Dry Creek,2014,68,20,8,4,4,3,1,17,0.8500000238,2,0.1000000015,11,9,8,6,7,16,17,13,7,14,,303733,0,-144.6018116,63.67518647
1634,Dry Creek,2015,68,19,6,2,3,7,1,18,0.9499999881,1,0.05000000075,10,9,8,5,13,14,16,16,8,13,,356312,2,-144.6018116,63.67518647
1635,Eagle,2001,122,61,29,10,8,11,3,29,0.4799999893,3,0.05000000075,30,31,36,18,46,51,47,43,31,35,,790286,15,-141.2075972,64.78893968
1636,Eagle,2002,125,55,17,14,7,15,2,37,0.6700000167,2,0.03999999911,24,31,32,20,37,47,42,41,28,19,,840226,20,-141.2075972,64.78893968
1637,Eagle,2003,104,53,21,14,5,11,2,29,0.5500000119,3,0.05999999866,23,30,32,24,34,42,39,34,22,23,,665680,21,-141.2075972,64.78893968
1638,Eagle,2004,111,51,21,6,10,11,3,32,0.6299999952,4,0.07999999821,23,28,28,22,31,39,44,30,19,18,,757955,25,-141.2075972,64.78893968
1639,Eagle,2005,119,53,19,10,10,13,1,32,0.6000000238,5,0.09000000358,23,30,29,24,28,44,44,37,22,23,,770096,24,-141.2075972,64.78893968
1640,Eagle,2006,107,53,20,8,8,14,3,30,0.5699999928,5,0.09000000358,22,31,30,25,37,44,41,34,23,25,,869619,21,-141.2075972,64.78893968
1641,Eagle,2007,100,42,12,6,7,14,3,22,0.5199999809,4,0.1000000015,21,21,26,22,24,37,38,32,22,21,,807911,16,-141.2075972,64.78893968
1642,Eagle,2008,110,46,14,7,12,9,4,24,0.5199999809,3,0.0700000003,20,26,28,24,28,34,42,32,22,14,,779389,18,-141.2075972,64.78893968
1643,Eagle,2009,112,53,13,6,13,18,3,22,0.4199999869,3,0.05999999866,25,28,34,30,25,48,46,29,20,33,,1021904,18,-141.2075972,64.78893968
1644,Eagle,2010,104,43,7,12,6,15,3,28,0.6499999762,3,0.0700000003,20,23,29,21,25,32,39,39,22,24,,907694,27,-141.2075972,64.78893968
1645,Eagle,2011,105,40,12,5,10,11,2,22,0.5500000119,4,0.1000000015,19,21,26,20,23,32,32,33,17,21,,655575,25,-141.2075972,64.78893968
1646,Eagle,2012,107,39,9,11,8,7,4,17,0.4399999976,3,0.07999999821,15,24,28,22,24,29,36,29,20,0,,647617,18,-141.2075972,64.78893968
1647,Eagle,2013,110,40,9,9,11,7,4,16,0.400000006,5,0.1299999952,16,24,28,22,30,33,34,29,22,11,,714038,14,-141.2075972,64.78893968
1648,Eagle,2014,102,39,14,5,7,9,4,18,0.4600000083,5,0.1299999952,17,22,28,23,28,31,32,31,21,11,,695175,7,-141.2075972,64.78893968
1649,Eagle,2015,94,38,12,9,6,7,4,18,0.4699999988,5,0.1299999952,21,17,25,23,26,31,33,31,22,12,,622722,9,-141.2075972,64.78893968
1650,Eagle Village,2001,29,19,9,3,1,5,1,7,0.3700000048,2,0.1099999994,9,10,6,2,9,15,16,14,8,15,,255866,3,-141.0457864,64.74518901
1651,Eagle Village,2002,30,20,11,2,2,3,2,16,0.8000000119,1,0.05000000075,8,12,9,5,9,18,17,12,6,9,,257859,7,-141.0457864,64.74518901
1652,Eagle Village,2003,33,16,4,5,3,2,2,11,0.6899999976,1,0.05999999866,6,10,9,4,10,14,15,14,10,8,,256787,6,-141.0457864,64.74518901
1653,Eagle Village,2004,34,19,10,1,3,4,1,7,0.3700000048,2,0.1099999994,9,10,10,5,13,14,15,11,9,9,,275720,4,-141.0457864,64.74518901
1654,Eagle Village,2005,29,16,9,0,4,1,2,9,0.5600000024,0,0,6,10,9,4,8,12,13,13,7,7,,260698,3,-141.0457864,64.74518901
1655,Eagle Village,2006,37,18,5,3,6,1,3,11,0.6100000143,1,0.05999999866,6,12,12,6,11,16,16,12,8,4,,347373,7,-141.0457864,64.74518901
1656,Eagle Village,2007,43,33,13,8,7,3,2,15,0.4499999881,2,0.05999999866,12,21,17,9,20,24,29,23,15,23,,407453,6,-141.0457864,64.74518901
1657,Eagle Village,2008,39,20,9,3,3,3,2,11,0.5500000119,2,0.1000000015,5,15,11,5,12,12,16,12,9,6,,363070,6,-141.0457864,64.74518901
1658,Eagle Village,2009,34,23,9,2,3,7,2,11,0.4799999893,2,0.09000000358,9,14,12,8,9,17,20,12,6,16,,437119,6,-141.0457864,64.74518901
1659,Eagle Village,2010,34,21,6,4,4,5,2,9,0.4300000072,2,0.1000000015,7,14,13,10,11,16,20,11,7,12,,350580,7,-141.0457864,64.74518901
1660,Eagle Village,2011,33,18,6,5,2,3,2,6,0.3300000131,3,0.1700000018,6,12,11,9,6,13,12,15,6,9,,283167,5,-141.0457864,64.74518901
1661,Eagle Village,2012,35,18,5,2,3,6,2,7,0.3899999857,3,0.1700000018,7,11,12,10,10,16,13,9,6,0,,395594,13,-141.0457864,64.74518901
1662,Eagle Village,2013,28,13,5,0,3,3,2,2,0.150000006,4,0.3100000024,7,6,10,8,6,8,13,11,5,7,,328976,8,-141.0457864,64.74518901
1663,Eagle Village,2014,35,17,4,2,2,8,1,8,0.4699999988,4,0.2399999946,10,7,12,10,13,16,16,13,10,7,,370613,5,-141.0457864,64.74518901
1664,Eagle Village,2015,42,20,4,4,5,5,2,9,0.4499999881,2,0.1000000015,8,12,16,12,15,15,15,17,10,7,,407018,7,-141.0457864,64.74518901
1665,Edna Bay,2001,32,16,11,2,1,1,1,5,0.3100000024,0,0,7,9,9,3,8,11,8,11,5,11,,117327,4,-133.6581577,55.95512271
1666,Edna Bay,2002,32,16,9,3,1,1,2,7,0.4399999976,0,0,5,11,10,4,8,8,9,13,6,10,,185084,6,-133.6581577,55.95512271
1667,Edna Bay,2003,37,12,5,1,1,3,2,10,0.8299999833,1,0.07999999821,2,10,8,5,8,8,8,8,5,4,,246459,5,-133.6581577,55.95512271
1668,Edna Bay,2004,39,11,4,1,1,3,2,11,1,0,0,2,9,6,4,6,9,7,5,2,4,,250189,5,-133.6581577,55.95512271
1669,Edna Bay,2005,36,7,0,2,1,3,1,7,1,0,0,1,6,4,4,2,5,7,5,2,3,,185444,4,-133.6581577,55.95512271
1670,Edna Bay,2006,34,7,0,0,2,2,3,7,1,0,0,0,7,4,4,6,7,7,7,6,2,,314541,3,-133.6581577,55.95512271
1671,Edna Bay,2007,36,7,0,0,1,3,3,7,1,0,0,0,7,5,4,4,7,7,7,4,3,,373364,5,-133.6581577,55.95512271
1672,Edna Bay,2008,34,8,2,0,1,2,3,8,1,0,0,0,8,5,4,5,6,7,8,4,3,,318161,5,-133.6581577,55.95512271
1673,Edna Bay,2009,39,11,4,1,2,3,1,9,0.8199999928,1,0.09000000358,1,10,6,5,7,9,9,6,4,6,,215352,5,-133.6581577,55.95512271
1674,Edna Bay,2010,37,10,6,1,1,0,2,7,0.6999999881,0,0,3,7,6,5,4,7,8,9,3,4,,193203,6,-133.6581577,55.95512271
1675,Edna Bay,2011,42,15,1,6,3,3,2,9,0.6000000238,1,0.0700000003,4,11,7,6,9,14,13,8,5,7,,309208,5,-133.6581577,55.95512271
1676,Edna Bay,2012,38,13,3,3,1,3,3,8,0.6200000048,1,0.07999999821,2,11,5,4,6,11,11,11,6,0,,368872,5,-133.6581577,55.95512271
1677,Edna Bay,2013,42,15,4,2,1,3,5,10,0.6700000167,0,0,4,11,7,6,11,14,11,15,9,4,,516611,7,-133.6581577,55.95512271
1678,Edna Bay,2014,40,17,6,5,1,3,2,8,0.4699999988,0,0,5,12,9,8,10,15,8,10,5,7,,351538,7,-133.6581577,55.95512271
1679,Edna Bay,2015,43,14,5,3,1,2,3,13,0.9300000072,0,0,5,9,6,5,11,11,9,12,7,10,,347773,5,-133.6581577,55.95512271
1680,Eek,2001,177,122,49,16,22,33,2,57,0.4699999988,0,0,62,60,33,18,86,95,108,99,71,61,,1639083,40,-162.0294973,60.21890592
1681,Eek,2002,186,146,53,23,37,29,4,71,0.4900000095,0,0,71,75,40,24,104,119,124,114,79,84,,1960062,50,-162.0294973,60.21890592
1682,Eek,2003,183,125,46,16,31,27,5,61,0.4900000095,0,0,60,65,37,25,105,96,106,111,81,57,,1814982,56,-162.0294973,60.21890592
1683,Eek,2004,183,124,39,23,24,34,4,63,0.5099999905,0,0,55,69,32,22,95,106,102,106,73,70,,1787710,52,-162.0294973,60.21890592
